"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status"
10599,5000,7.9,"A","A4","10+ years",21581,62.9,712,"MORTGAGE",60000,"Not Verified"
10600,6075,9.99,"B","B1","10+ years",7099,39.4,712,"MORTGAGE",34000,"Not Verified"
10601,7200,10.64,"B","B2","4 years",1635,16.5,722,"MORTGAGE",38280,"Verified"
10602,7000,12.12,"B","B3","10+ years",16082,43.6,682,"MORTGAGE",90000,"Not Verified"
10603,17000,6.62,"A","A2","5 years",29253,44.8,727,"MORTGAGE",203000,"Verified"
10604,7700,7.62,"A","A3","3 years",661,13.3,757,"RENT",40000,"Not Verified"
10605,20000,11.14,"B","B2","7 years",20899,64.7,682,"MORTGAGE",80000,"Verified"
10606,8400,10.64,"B","B2","1 year",12661,51.1,692,"MORTGAGE",90000,"Not Verified"
10607,2750,15.8,"C","C3","7 years",373,37.3,672,"MORTGAGE",64500,"Not Verified"
10608,19125,7.9,"A","A4","5 years",12568,59.8,747,"OWN",49000,"Verified"
10609,10000,15.31,"C","C2","5 years",9083,63.2,667,"RENT",48000,"Not Verified"
10610,12000,11.99,"B","B3","10+ years",19156,50.5,707,"MORTGAGE",45000,"Source Verified"
10611,6000,11.14,"B","B2","10+ years",21996,56.5,707,"MORTGAGE",40000,"Not Verified"
10612,4000,10.16,"B","B1","2 years",31169,31,692,"RENT",45000,"Source Verified"
10613,10000,15.31,"C","C2","< 1 year",10889,54.4,682,"RENT",50000,"Source Verified"
10614,12000,6.03,"A","A1","10+ years",29789,54.1,727,"MORTGAGE",67000,"Verified"
10615,7500,13.53,"B","B5","2 years",5517,91.9,677,"MORTGAGE",103330,"Verified"
10616,17000,6.03,"A","A1","10+ years",17589,37,752,"MORTGAGE",94000,"Not Verified"
10617,12000,7.9,"A","A4","5 years",5352,34.5,747,"RENT",83000,"Verified"
10618,10000,8.9,"A","A5","< 1 year",20298,62.7,722,"MORTGAGE",49000,"Source Verified"
10619,8000,8.9,"A","A5","2 years",24279,48.2,717,"MORTGAGE",120000,"Not Verified"
10620,25600,8.9,"A","A5","10+ years",17517,69.5,717,"MORTGAGE",120000,"Not Verified"
10621,3600,10.16,"B","B1","3 years",11114,86.8,722,"MORTGAGE",97463,"Not Verified"
10622,35000,15.61,"C","C4","10+ years",57826,82.8,727,"MORTGAGE",170000,"Verified"
10623,10000,14.33,"C","C1","4 years",15928,57.9,672,"MORTGAGE",29290,"Verified"
10624,5000,17.77,"D","D1","10+ years",9402,95,672,"RENT",48000,"Source Verified"
10625,28000,18.85,"D","D3","10+ years",9688,85,672,"RENT",150000,"Verified"
10626,18000,10.64,"B","B2","2 years",34372,88.4,692,"MORTGAGE",145000,"Source Verified"
10627,15000,18.75,"D","D3","2 years",8756,64.4,687,"RENT",41000,"Not Verified"
10628,8875,18.49,"D","D2","1 year",9558,66.4,662,"RENT",35000,"Not Verified"
10629,10000,13.98,"C","C1","5 years",5665,47.6,677,"RENT",35000,"Not Verified"
10630,10000,14.65,"C","C2","5 years",13408,77.5,672,"MORTGAGE",114000,"Source Verified"
10631,5000,14.09,"B","B5",NA,4418,18.6,687,"RENT",55641,"Source Verified"
10632,15000,19.52,"D","D4","9 years",9362,35.7,687,"OWN",38000,"Verified"
10633,25000,14.65,"C","C2","6 years",33528,68.8,687,"MORTGAGE",135000,"Verified"
10634,10000,19.72,"D","D5","1 year",7678,64.5,672,"RENT",48000,"Not Verified"
10635,11500,14.33,"C","C1","10+ years",6576,70,692,"RENT",35000,"Verified"
10636,14000,11.55,"B","B3","5 years",12518,66.6,692,"OWN",42000,"Not Verified"
10637,9750,7.9,"A","A4","8 years",6862,50.5,692,"RENT",30000,"Not Verified"
10638,24000,18.55,"D","D4","4 years",27971,73.4,677,"MORTGAGE",120000,"Verified"
10639,15000,6.03,"A","A1","4 years",9361,44.6,772,"MORTGAGE",78000,"Not Verified"
10640,7700,7.9,"A","A4","10+ years",0,0,807,"MORTGAGE",32148.68,"Source Verified"
10641,6000,17.27,"C","C5","5 years",6222,26.7,677,"RENT",30000,"Not Verified"
10642,16000,13.67,"B","B5","2 years",10404,34.6,702,"RENT",50000,"Verified"
10643,12000,6.03,"A","A1","10+ years",2416,10.2,762,"MORTGAGE",1e+05,"Not Verified"
10644,14500,6.03,"A","A1","2 years",32909,38.2,732,"RENT",110000,"Not Verified"
10645,21200,16.78,"C","C5","5 years",12334,87.5,697,"RENT",47720,"Verified"
10646,14000,12.99,"B","B4","3 years",8883,49.9,682,"RENT",72000,"Source Verified"
10647,4800,11.14,"B","B2","7 years",2125,8.8,722,"RENT",53000,"Source Verified"
10648,5125,15.8,"C","C3","7 years",5165,43,667,"RENT",30000,"Verified"
10649,5000,9.91,"B","B1","9 years",0,0,747,"MORTGAGE",30000,"Not Verified"
10650,16500,11.14,"B","B2","10+ years",12322,89.3,712,"RENT",58000,"Not Verified"
10651,8000,10.16,"B","B1","10+ years",6162,44.3,677,"RENT",53000,"Not Verified"
10652,4500,7.62,"A","A3","10+ years",7744,10,827,"MORTGAGE",70000,"Not Verified"
10653,10000,17.77,"D","D1","4 years",12938,77.5,667,"RENT",30000,"Not Verified"
10654,13200,19.52,"D","D4","3 years",15043,53.9,682,"RENT",65000,"Not Verified"
10655,20000,15.31,"C","C2","2 years",20917,80.5,667,"MORTGAGE",140000,"Verified"
10656,4500,13.11,"B","B4","9 years",14548,90.4,682,"MORTGAGE",29061,"Verified"
10657,12000,11.14,"B","B2","< 1 year",19847,50.6,667,"RENT",96000,"Verified"
10658,11325,17.77,"D","D1","< 1 year",16300,97.6,687,"RENT",34000,"Verified"
10659,6600,6.03,"A","A1","4 years",4478,6.2,772,"RENT",87500,"Not Verified"
10660,17000,10.99,"B","B2","3 years",12902,60,707,"MORTGAGE",92500,"Not Verified"
10661,16000,10.16,"B","B1","3 years",22747,53.6,692,"RENT",80000,"Not Verified"
10662,15825,12.12,"B","B3","10+ years",30326,93.6,702,"MORTGAGE",59000,"Verified"
10663,10000,13.11,"B","B4","7 years",13997,77.3,702,"MORTGAGE",97000,"Not Verified"
10664,9000,15.88,"C","C4","7 years",38724,81,677,"MORTGAGE",124998,"Verified"
10665,15000,13.11,"B","B4","4 years",9902,44.4,697,"MORTGAGE",80000,"Not Verified"
10666,10000,10.16,"B","B1","10+ years",9888,43.8,722,"RENT",37000,"Not Verified"
10667,12000,9.71,"B","B1","10+ years",20348,60.9,667,"MORTGAGE",85000,"Not Verified"
10668,20050,14.09,"B","B5","10+ years",34011,74.6,692,"MORTGAGE",45000,"Source Verified"
10669,13700,14.33,"C","C2",NA,19269,27.1,727,"MORTGAGE",55000,"Verified"
10670,15000,15.8,"C","C3","5 years",8731,51.4,672,"RENT",165000,"Source Verified"
10671,18825,12.12,"B","B3","4 years",19130,62.9,702,"RENT",38150,"Verified"
10672,8500,10.16,"B","B1",NA,8163,52.7,707,"RENT",25606,"Verified"
10673,7125,17.77,"D","D1","10+ years",5848,59.7,667,"RENT",50000,"Not Verified"
10674,20000,11.14,"B","B2","8 years",31300,49.1,697,"MORTGAGE",1e+05,"Source Verified"
10675,20000,7.62,"A","A3","5 years",23030,69.2,717,"RENT",85000,"Not Verified"
10676,10000,11.99,"B","B3","10+ years",32828,95.4,707,"MORTGAGE",85000,"Verified"
10677,11600,6.62,"A","A2","4 years",898,2.6,782,"RENT",30000,"Source Verified"
10678,10000,17.77,"D","D1","1 year",24254,75.6,662,"RENT",41000,"Verified"
10679,11800,21.15,"E","E2","2 years",10636,90.9,677,"RENT",60000,"Not Verified"
10680,20000,14.33,"C","C1","9 years",14268,81.1,702,"MORTGAGE",75000,"Verified"
10681,9000,14.09,"B","B5","3 years",5146,57.2,682,"RENT",46000,"Verified"
10682,14000,19.52,"D","D4","7 years",24502,43.4,692,"MORTGAGE",1e+05,"Source Verified"
10683,16000,22.95,"F&G","F1","2 years",2844,34.3,702,"RENT",145000,"Verified"
10684,9000,11.14,"B","B2","< 1 year",21607,76.1,707,"MORTGAGE",50000,"Source Verified"
10685,4950,17.27,"C","C5","10+ years",27256,93.7,717,"MORTGAGE",70000,"Verified"
10686,14400,14.33,"C","C1","7 years",13416,63,692,"MORTGAGE",48000,"Source Verified"
10687,10000,17.27,"C","C5","8 years",9602,48.5,667,"RENT",42000,"Not Verified"
10688,10000,13.11,"B","B4","8 years",3375,46.2,687,"MORTGAGE",80000,"Not Verified"
10689,23000,12.42,"B","B4","5 years",24058,73.6,707,"RENT",75000,"Verified"
10690,25000,13.05,"B","B5","2 years",13720,17.6,732,"OWN",65000,"Source Verified"
10691,8000,16.29,"C","C4","2 years",5034,43.4,717,"MORTGAGE",52000,"Verified"
10692,12800,14.09,"B","B5","4 years",28395,85.8,702,"MORTGAGE",85000,"Not Verified"
10693,2400,15.31,"C","C2","3 years",1667,29.8,697,"OWN",19000,"Not Verified"
10694,8000,15.1,"C","C2","10+ years",7743,72.4,667,"OWN",30000,"Source Verified"
10695,12200,14.33,"C","C1","2 years",5461,94.2,677,"RENT",54000,"Verified"
10696,11000,9.91,"B","B1","3 years",9276,22.8,732,"RENT",40000,"Not Verified"
10697,8725,11.14,"B","B2","10+ years",8458,36.6,672,"RENT",25000,"Not Verified"
10698,22750,14.98,"C","C3","10+ years",31589,41,702,"MORTGAGE",52000,"Source Verified"
10699,21000,11.14,"B","B2","10+ years",26850,55.9,707,"MORTGAGE",140000,"Verified"
10700,20400,7.9,"A","A4","5 years",31430,82.3,702,"RENT",160000,"Not Verified"
10701,9400,9.76,"B","B1","5 years",1192,7.6,712,"RENT",47000,"Not Verified"
10702,20000,13.11,"B","B4","5 years",31256,64.8,692,"RENT",85000,"Verified"
10703,7500,18.25,"D","D5","7 years",22616,97.5,667,"OWN",70000,"Not Verified"
10704,5000,8.9,"A","A5","10+ years",10261,55.5,702,"RENT",44000,"Not Verified"
10705,13000,14.65,"C","C3","10+ years",17221,63.1,687,"RENT",72000,"Verified"
10706,15000,12.12,"B","B3","2 years",8805,37.8,707,"RENT",39000,"Verified"
10707,10000,10.16,"B","B1","2 years",9010,46.7,677,"RENT",80000,"Verified"
10708,8000,14.09,"B","B5","10+ years",4831,43.5,697,"MORTGAGE",105000,"Source Verified"
10709,14975,14.33,"C","C2","4 years",10064,90.7,662,"RENT",52000,"Verified"
10710,5000,15.61,"C","C3","< 1 year",2571,22.8,697,"RENT",45000,"Not Verified"
10711,11000,11.14,"B","B2","2 years",8566,49.8,677,"MORTGAGE",1e+05,"Not Verified"
10712,24250,14.98,"C","C3","8 years",20824,98.2,717,"MORTGAGE",54000,"Verified"
10713,10350,11.14,"B","B2","10+ years",8600,36.3,717,"MORTGAGE",110000,"Verified"
10714,15000,6.03,"A","A1","10+ years",4395,16.1,782,"MORTGAGE",110000,"Verified"
10715,30000,9.67,"B","B1","10+ years",94009,27.7,742,"MORTGAGE",119000,"Source Verified"
10716,7800,11.99,"B","B3","10+ years",7452,52.5,692,"MORTGAGE",65000,"Not Verified"
10717,12000,15.31,"C","C2","10+ years",9077,88.1,667,"MORTGAGE",44000,"Verified"
10718,13000,15.8,"C","C3","< 1 year",12903,71.3,667,"RENT",48000,"Not Verified"
10719,10000,17.27,"C","C5","10+ years",8730,77.3,682,"MORTGAGE",71000,"Not Verified"
10720,1000,13.11,"B","B4","2 years",35866,92.4,702,"RENT",72000,"Not Verified"
10721,12000,13.11,"B","B4","4 years",15900,55.2,702,"OWN",64000,"Not Verified"
10722,20000,10.99,"B","B2","9 years",19063,67.8,712,"OWN",115000,"Verified"
10723,3000,15.31,"C","C2","6 years",1521,33.8,732,"RENT",27072,"Source Verified"
10724,28000,10.16,"B","B1","10+ years",33716,70.1,712,"MORTGAGE",124000,"Verified"
10725,15000,11.14,"B","B2","5 years",12699,67.5,687,"MORTGAGE",60000,"Not Verified"
10726,15000,19.05,"D","D4","3 years",10930,86.7,662,"RENT",40000,"Verified"
10727,20000,6.03,"A","A1","4 years",14244,33,767,"MORTGAGE",68000,"Source Verified"
10728,11000,18.55,"D","D4","8 years",5531,93.3,662,"MORTGAGE",57400,"Verified"
10729,23500,18.49,"D","D2","6 years",0,NA,737,"MORTGAGE",118000,"Verified"
10730,5000,11.14,"B","B2","10+ years",21476,58.5,692,"MORTGAGE",60000,"Not Verified"
10731,5000,22.2,"E","E4","4 years",3717,16,702,"RENT",41600,"Not Verified"
10732,18000,9.25,"A","A5","< 1 year",12986,44.3,717,"MORTGAGE",80000,"Verified"
10733,1000,15.31,"C","C2","< 1 year",396,79.2,707,"RENT",15552,"Source Verified"
10734,21250,16.29,"C","C4","1 year",15676,70.6,662,"RENT",48000,"Verified"
10735,35000,18.49,"D","D2","10+ years",34160,29.9,702,"MORTGAGE",3e+05,"Source Verified"
10736,10000,13.11,"B","B4","10+ years",24482,96.8,667,"RENT",93100,"Source Verified"
10737,10625,15.31,"C","C2","1 year",10900,60.9,692,"RENT",37000,"Source Verified"
10738,28000,7.9,"A","A4","10+ years",58078,74.4,717,"OWN",202000,"Verified"
10739,4000,10.16,"B","B1","3 years",4693,38.2,692,"OWN",35000,"Not Verified"
10740,3000,8.9,"A","A5","10+ years",14233,38.2,697,"MORTGAGE",155000,"Not Verified"
10741,6000,17.77,"D","D1","6 years",5444,68,687,"RENT",50000,"Source Verified"
10742,25000,14.33,"C","C2","6 years",26853,72.8,697,"RENT",80000,"Verified"
10743,9600,15.31,"C","C2","10+ years",6461,65.3,662,"MORTGAGE",80000,"Not Verified"
10744,20000,10.65,"B","B2","2 years",19977,69.1,722,"RENT",75000,"Source Verified"
10745,10075,12.12,"B","B3",NA,20985,54.5,697,"MORTGAGE",30420,"Verified"
10746,12000,13.99,"C","C1","1 year",4205,72.5,687,"OWN",43000,"Source Verified"
10747,3600,16.78,"C","C5","4 years",523,27.5,672,"RENT",40000,"Verified"
10748,24000,8.9,"A","A5","9 years",32391,71.2,702,"MORTGAGE",110000,"Not Verified"
10749,12000,10.99,"B","B2","10+ years",14825,48.4,687,"MORTGAGE",58000,"Verified"
10750,18000,13.11,"B","B4","8 years",50561,84,692,"RENT",134000,"Verified"
10751,13200,13.11,"B","B4","1 year",8420,45.8,672,"MORTGAGE",40000,"Not Verified"
10752,18000,8.9,"A","A5","10+ years",23029,62.1,722,"MORTGAGE",56000,"Verified"
10753,23500,19.22,"D","D5","2 years",31812,76.7,672,"RENT",81600,"Not Verified"
10754,5000,16.29,"C","C4","1 year",7482,29.7,667,"MORTGAGE",72600,"Not Verified"
10755,6325,14.65,"C","C2",NA,47075,91.6,687,"MORTGAGE",50400,"Verified"
10756,4800,14.65,"C","C2","< 1 year",5053,50,672,"OWN",18000,"Source Verified"
10757,10000,15.8,"C","C3","10+ years",17929,76.6,682,"MORTGAGE",35731,"Verified"
10758,5000,8.9,"A","A5","1 year",1471,1.4,812,"RENT",20800,"Not Verified"
10759,22800,7.62,"A","A3","1 year",14885,47.3,697,"MORTGAGE",95000,"Verified"
10760,10000,14.33,"C","C2","5 years",11243,54.8,687,"RENT",64940,"Not Verified"
10761,35000,8.9,"A","A5","1 year",25610,0,752,"RENT",175000,"Source Verified"
10762,19800,9.67,"B","B1","3 years",18610,41.4,677,"MORTGAGE",150000,"Source Verified"
10763,13000,13.67,"B","B5","10+ years",14170,47.7,692,"RENT",40000,"Source Verified"
10764,10000,19.22,"D","D4","10+ years",3923,74,677,"RENT",42000,"Source Verified"
10765,10000,14.33,"C","C1","< 1 year",13998,39.7,682,"RENT",77000,"Verified"
10766,16000,10.16,"B","B1","1 year",25264,72.6,712,"RENT",42000,"Source Verified"
10767,13225,13.98,"C","C1","< 1 year",19091,78.6,687,"RENT",30192,"Not Verified"
10768,35000,7.9,"A","A4","1 year",34340,0,792,"RENT",175000,"Verified"
10769,10000,17.27,"C","C5","4 years",44032,87.1,697,"MORTGAGE",190000,"Not Verified"
10770,35000,17.56,"D","D1","3 years",36919,74.1,677,"MORTGAGE",246720,"Verified"
10771,6000,8.9,"A","A5","3 years",2512,20.9,717,"RENT",50000,"Not Verified"
10772,16600,6.03,"A","A1","7 years",4293,26.8,782,"RENT",76000,"Not Verified"
10773,10000,11.55,"B","B3","2 years",9937,53.7,702,"MORTGAGE",74000,"Not Verified"
10774,15000,13.67,"B","B5","8 years",5560,57.3,662,"RENT",75000,"Verified"
10775,3000,13.67,"B","B5","3 years",2794,31,702,"MORTGAGE",38000,"Source Verified"
10776,7000,13.53,"B","B5","8 years",30306,96.8,662,"MORTGAGE",103000,"Source Verified"
10777,28000,15.31,"C","C2","1 year",10194,62.2,692,"RENT",125000,"Source Verified"
10778,9325,12.12,"B","B3","3 years",4534,44.5,687,"OWN",27000,"Not Verified"
10779,28000,21.7,"E","E2","10+ years",28277,71.6,697,"MORTGAGE",80000,"Source Verified"
10780,5750,11.14,"B","B2","3 years",6504,16.7,742,"MORTGAGE",21000,"Not Verified"
10781,20000,14.33,"C","C1","5 years",3178,40.2,707,"MORTGAGE",120000,"Source Verified"
10782,18000,15.31,"C","C2","7 years",10481,57.9,677,"RENT",140000,"Source Verified"
10783,8000,7.9,"A","A4","3 years",9261,45.9,712,"RENT",54100,"Not Verified"
10784,6175,12.12,"B","B3","10+ years",7817,47.1,697,"RENT",59000,"Source Verified"
10785,5000,10.65,"B","B2","1 year",3668,23.3,717,"RENT",50000,"Not Verified"
10786,24575,14.47,"C","C2",NA,11572,48.8,707,"MORTGAGE",55000,"Verified"
10787,4800,10.16,"B","B1","10+ years",16666,82.9,697,"MORTGAGE",78000,"Verified"
10788,6000,14.33,"C","C2","2 years",5592,39.4,677,"RENT",30000,"Not Verified"
10789,15500,7.62,"A","A3","10+ years",26469,24.4,727,"MORTGAGE",112000,"Verified"
10790,7000,13.68,"C","C1","7 years",7570,71.1,712,"MORTGAGE",35000,"Verified"
10791,19200,17.77,"D","D1","8 years",6642,44.3,682,"MORTGAGE",73500,"Not Verified"
10792,8250,11.14,"B","B2","3 years",23397,59.9,707,"MORTGAGE",45000,"Verified"
10793,23850,8.9,"A","A5","4 years",4478,22.4,742,"RENT",107000,"Not Verified"
10794,4500,18.49,"D","D2","4 years",1020,63.7,692,"MORTGAGE",110000,"Not Verified"
10795,35000,16.29,"C","C4","10+ years",31341,95.6,687,"RENT",80445,"Verified"
10796,20000,13.67,"B","B5","10+ years",15203,68.5,667,"MORTGAGE",64000,"Source Verified"
10797,7000,19.52,"D","D4","10+ years",4298,44.3,672,"MORTGAGE",88500,"Verified"
10798,4000,8.9,"A","A5","8 years",14382,60.7,722,"MORTGAGE",42000,"Not Verified"
10799,30000,18.75,"D","D3","4 years",31166,73.9,697,"MORTGAGE",128000,"Verified"
10800,12000,17.76,"D","D1","10+ years",11643,69.3,677,"RENT",55000,"Not Verified"
10801,23850,7.9,"A","A4","< 1 year",1890,14.5,742,"RENT",48000,"Source Verified"
10802,15000,7.62,"A","A3","2 years",12494,64.7,717,"RENT",62500,"Not Verified"
10803,7000,18.75,"D","D3","6 years",6797,67.3,702,"RENT",57700,"Not Verified"
10804,8400,18.75,"D","D3","1 year",7073,54.4,672,"RENT",30000,"Not Verified"
10805,10000,11.99,"B","B3","6 years",11704,47.6,667,"RENT",40000,"Not Verified"
10806,13000,6.03,"A","A1","5 years",16521,38.4,757,"MORTGAGE",80000,"Not Verified"
10807,27000,16.29,"C","C4","2 years",403,20.1,712,"MORTGAGE",145000,"Verified"
10808,10000,13.11,"B","B4","2 years",10733,44,692,"OWN",80000,"Not Verified"
10809,8000,18.75,"D","D3","10+ years",4296,95.5,697,"RENT",50100,"Verified"
10810,7200,16.78,"C","C5","1 year",11825,73.4,662,"RENT",68000,"Source Verified"
10811,10000,15.8,"C","C3","2 years",4508,76.4,667,"RENT",47000,"Not Verified"
10812,3200,21.15,"E","E2","< 1 year",5653,68.9,672,"RENT",48000,"Verified"
10813,10000,13.11,"B","B4","8 years",4455,32.8,707,"MORTGAGE",50000,"Not Verified"
10814,27300,17.77,"D","D1","7 years",27462,45.1,697,"MORTGAGE",1e+05,"Verified"
10815,20000,11.14,"B","B2","< 1 year",24520,87,707,"RENT",90000,"Verified"
10816,15000,7.9,"A","A4","10+ years",24916,69.8,712,"MORTGAGE",78573,"Source Verified"
10817,12000,12.35,"B","B4","10+ years",25048,91.1,682,"MORTGAGE",65000,"Verified"
10818,6725,6.03,"A","A1","3 years",252,1.2,802,"RENT",50000,"Not Verified"
10819,7200,13.11,"B","B4","10+ years",15122,53.6,687,"MORTGAGE",95000,"Not Verified"
10820,10800,23.76,"F&G","F4","< 1 year",7801,19.3,662,"MORTGAGE",60000,"Not Verified"
10821,33150,15.31,"C","C2","3 years",25503,79.7,722,"MORTGAGE",98000,"Source Verified"
10822,12000,15.88,"C","C4","< 1 year",7152,49,687,"RENT",67000,"Source Verified"
10823,14075,18.25,"D","D3","5 years",13734,60.2,672,"OWN",60000,"Verified"
10824,25000,13.11,"B","B4","10+ years",15677,95.1,682,"MORTGAGE",110000,"Verified"
10825,16000,10.64,"B","B2","10+ years",10849,67.4,707,"MORTGAGE",54000,"Not Verified"
10826,12800,10.64,"B","B2","< 1 year",13100,76.1,712,"RENT",50000,"Not Verified"
10827,8000,6.62,"A","A2","5 years",20160,57.3,702,"MORTGAGE",40000,"Source Verified"
10828,10500,15.31,"C","C2","2 years",9794,29.4,667,"RENT",30000,"Verified"
10829,6000,17.27,"C","C5","2 years",13750,56.1,722,"RENT",45000,"Verified"
10830,22000,13.67,"B","B5","1 year",18706,66.8,692,"RENT",45000,"Verified"
10831,10000,12.12,"B","B3","10+ years",10142,60,677,"MORTGAGE",118000,"Verified"
10832,17625,14.09,"B","B5","6 years",10531,59.8,662,"MORTGAGE",92000,"Verified"
10833,10000,13.11,"B","B4","4 years",3818,26.3,717,"OWN",38000,"Not Verified"
10834,35000,11.55,"B","B3","< 1 year",20486,58.2,742,"MORTGAGE",1e+05,"Verified"
10835,5000,18.25,"D","D2","10+ years",6418,26.4,732,"RENT",109000,"Source Verified"
10836,7500,13.11,"B","B4","7 years",6538,44.8,667,"MORTGAGE",40000,"Not Verified"
10837,8725,16.29,"C","C4","< 1 year",15541,70,682,"OWN",25000,"Verified"
10838,20000,19.22,"D","D5","8 years",15196,62.4,667,"RENT",99000,"Source Verified"
10839,6500,12.12,"B","B3","1 year",6948,68.8,682,"OWN",42000,"Not Verified"
10840,2100,16.24,"C","C5","10+ years",12381,61.6,672,"OWN",40000,"Not Verified"
10841,9000,9.71,"B","B1","7 years",13559,35.4,717,"RENT",68000,"Source Verified"
10842,9000,14.3,"C","C1","3 years",14480,61.4,667,"RENT",60000,"Not Verified"
10843,14000,6.97,"A","A2","2 years",43,0.2,787,"RENT",47000,"Source Verified"
10844,13700,13.11,"B","B4","10+ years",35533,65.6,667,"MORTGAGE",42000,"Verified"
10845,6000,13.11,"B","B4","1 year",4169,18.4,732,"OWN",25000,"Source Verified"
10846,4000,17.76,"D","D1","3 years",5264,34.4,672,"MORTGAGE",40032,"Source Verified"
10847,13000,14.09,"B","B5","10+ years",6799,86.1,712,"OWN",72000,"Not Verified"
10848,9600,15.22,"C","C3","5 years",4564,53.7,692,"OWN",91000,"Not Verified"
10849,28000,8.9,"A","A5","2 years",35970,51,727,"RENT",168000,"Source Verified"
10850,4500,12.12,"B","B3","2 years",680,13.1,692,"MORTGAGE",80000,"Not Verified"
10851,6000,14.3,"C","C1","10+ years",12516,65.2,677,"MORTGAGE",90000,"Not Verified"
10852,10000,17.77,"D","D1","6 years",9111,77.9,672,"RENT",42000,"Not Verified"
10853,6500,11.99,"B","B3","3 years",4305,35.6,702,"MORTGAGE",72000,"Source Verified"
10854,16450,6.03,"A","A1","3 years",355,2.7,822,"RENT",45000,"Verified"
10855,2375,11.99,"B","B3","2 years",32373,7.3,777,"MORTGAGE",70000,"Source Verified"
10856,11275,6.62,"A","A2","5 years",10878,62.2,752,"MORTGAGE",90000,"Not Verified"
10857,5000,15.31,"C","C2","< 1 year",30167,94.3,672,"OWN",45000,"Verified"
10858,15000,18.49,"D","D2","4 years",11749,82.2,667,"RENT",54700,"Not Verified"
10859,1500,14.33,"C","C1","7 years",416,69.3,672,"RENT",50000,"Source Verified"
10860,18000,14.09,"B","B5","10+ years",13456,55.1,687,"RENT",70000,"Source Verified"
10861,8000,18.25,"D","D2","7 years",4534,67.7,662,"RENT",44000,"Verified"
10862,6000,15.31,"C","C2","< 1 year",8880,72.8,682,"RENT",34000,"Not Verified"
10863,21000,14.09,"B","B5","10+ years",50442,81.2,687,"MORTGAGE",345000,"Verified"
10864,2400,15.61,"C","C3","10+ years",2978,42.5,702,"RENT",29000,"Not Verified"
10865,35000,12.85,"B","B4","1 year",15305,24.6,752,"RENT",180000,"Verified"
10866,11450,10.16,"B","B1","5 years",6119,63.1,722,"RENT",48000,"Verified"
10867,28000,11.14,"B","B2","< 1 year",44387,93.1,702,"MORTGAGE",3e+05,"Verified"
10868,35000,13.11,"B","B4","10+ years",19230,10.1,812,"MORTGAGE",159000,"Source Verified"
10869,19200,14.09,"B","B5","5 years",31583,88.5,682,"MORTGAGE",56000,"Verified"
10870,15000,12.12,"B","B3","< 1 year",26369,67.6,702,"RENT",93600,"Source Verified"
10871,7000,21.49,"E","E3","5 years",7517,71.6,667,"RENT",75000,"Not Verified"
10872,12000,6.03,"A","A1","2 years",13164,54.4,727,"MORTGAGE",88000,"Source Verified"
10873,14000,15.31,"C","C2","9 years",14644,93.3,677,"RENT",69126,"Verified"
10874,16000,6.03,"A","A1","1 year",710,1.9,822,"MORTGAGE",125000,"Verified"
10875,20000,9.67,"B","B1","< 1 year",17809,56.4,687,"MORTGAGE",85000,"Verified"
10876,10000,18.25,"D","D3","10+ years",8289,95.3,677,"MORTGAGE",39000,"Source Verified"
10877,8050,6.62,"A","A2","2 years",3134,11.1,802,"RENT",45000,"Not Verified"
10878,24000,7.9,"A","A4","4 years",2681,6.7,747,"MORTGAGE",65000,"Source Verified"
10879,10000,9.67,"B","B1","10+ years",2536,12.4,747,"MORTGAGE",72000,"Source Verified"
10880,7000,13.11,"B","B4","7 years",6033,50.7,697,"MORTGAGE",40500,"Not Verified"
10881,12000,11.14,"B","B2","5 years",28139,51.5,707,"MORTGAGE",60000,"Source Verified"
10882,35000,14.09,"B","B5","10+ years",37668,64.3,712,"MORTGAGE",88000,"Verified"
10883,9900,7.62,"A","A3","10+ years",24536,59.4,742,"MORTGAGE",183000,"Not Verified"
10884,7200,19.72,"D","D5","3 years",22755,78.7,682,"RENT",35000,"Verified"
10885,14500,6.62,"A","A2","4 years",10169,27.2,762,"RENT",46000,"Not Verified"
10886,25000,14.33,"C","C2","7 years",29069,68.1,667,"MORTGAGE",90000,"Source Verified"
10887,7000,13.68,"C","C1","10+ years",23179,73.4,702,"MORTGAGE",141000,"Not Verified"
10888,14300,15.31,"C","C2","4 years",1458,18.5,742,"RENT",1e+05,"Source Verified"
10889,8400,15.31,"C","C2","4 years",21689,67.6,687,"MORTGAGE",180000,"Verified"
10890,5000,16.29,"C","C4","10+ years",740,13.2,682,"MORTGAGE",45000,"Not Verified"
10891,6000,10.74,"B","B2","6 years",6989,86.6,692,"RENT",33000,"Not Verified"
10892,20000,13.11,"B","B4","10+ years",15458,74.3,697,"MORTGAGE",92000,"Verified"
10893,6000,17.76,"D","D1","10+ years",5763,56,717,"MORTGAGE",53000,"Not Verified"
10894,7200,14.3,"C","C1","8 years",6059,77.7,682,"OWN",33000,"Not Verified"
10895,13225,14.09,"B","B5","8 years",10713,72.4,672,"MORTGAGE",53449,"Not Verified"
10896,10000,14.65,"C","C3","< 1 year",10323,61.4,677,"RENT",43000,"Source Verified"
10897,15600,12.12,"B","B3","2 years",27852,70.5,682,"RENT",85000,"Verified"
10898,5300,13.98,"C","C1","< 1 year",5283,36.7,677,"RENT",30000,"Not Verified"
