"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status","loan_status","default"
4450,10000,13.99,"C","C1","5 years",7940,72.2,687,"MORTGAGE",35000,"Not Verified","Fully Paid","Paid"
4451,21000,10.74,"B","B2","10+ years",21756,51.4,722,"RENT",152000,"Source Verified","Fully Paid","Paid"
4452,24000,12.12,"B","B3","8 years",10692,81,687,"MORTGAGE",1e+05,"Verified","Fully Paid","Paid"
4453,10000,18.55,"D","D4","10+ years",13471,97.6,667,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
4454,9000,7.62,"A","A3","4 years",5981,40.6,737,"RENT",52000,"Not Verified","Fully Paid","Paid"
4455,9250,8.9,"A","A5","9 years",30455,63.3,722,"MORTGAGE",50000,"Verified","Charged Off","Defaulted"
4456,16800,10.64,"B","B2","3 years",37610,78.4,707,"MORTGAGE",101346,"Not Verified","Fully Paid","Paid"
4457,18800,11.55,"B","B3",NA,17827,65.3,667,"RENT",53000,"Verified","Fully Paid","Paid"
4458,4800,10.16,"B","B1","3 years",5938,42.1,712,"RENT",45000,"Not Verified","Fully Paid","Paid"
4459,5000,14.33,"C","C1","1 year",2068,14.6,697,"MORTGAGE",78000,"Source Verified","Fully Paid","Paid"
4460,8000,8.9,"A","A5","3 years",5448,16.1,757,"RENT",25000,"Not Verified","Fully Paid","Paid"
4461,25000,10.16,"B","B1",NA,54940,59.8,727,"MORTGAGE",90000,"Verified","Fully Paid","Paid"
4462,22075,13.67,"B","B5","1 year",15164,47.1,682,"MORTGAGE",53400,"Source Verified","Charged Off","Defaulted"
4463,15000,9.71,"B","B1","8 years",14458,71.6,692,"MORTGAGE",80000,"Not Verified","Late (31-120 days)","Defaulted"
4464,4000,19.52,"D","D4","5 years",10087,94.3,692,"MORTGAGE",51000,"Not Verified","Fully Paid","Paid"
4465,4150,12.35,"B","B4","6 years",4035,52.4,697,"RENT",20000,"Not Verified","Fully Paid","Paid"
4466,4825,10.16,"B","B1","1 year",6109,55,707,"RENT",28800,"Not Verified","Fully Paid","Paid"
4467,14000,14.09,"B","B5","5 years",40334,51,692,"OWN",42000,"Verified","Fully Paid","Paid"
4468,9000,12.12,"B","B3",NA,5565,67.9,687,"RENT",52000,"Not Verified","Fully Paid","Paid"
4469,7000,23.4,"E","E5","9 years",32103,72.1,697,"MORTGAGE",70000,"Source Verified","Fully Paid","Paid"
4470,3650,20.8,"E","E1",NA,7689,67.4,667,"RENT",25200,"Verified","Charged Off","Defaulted"
4471,25000,15.31,"C","C2","10+ years",41680,68,687,"RENT",1e+05,"Verified","Fully Paid","Paid"
4472,10625,12.35,"B","B4","10+ years",19316,63.1,672,"RENT",32000,"Not Verified","Fully Paid","Paid"
4473,6000,12.99,"B","B4","3 years",739,4.2,747,"MORTGAGE",57900,"Verified","Fully Paid","Paid"
4474,11000,14.33,"C","C1","6 years",21272,78.5,682,"RENT",55774,"Not Verified","Fully Paid","Paid"
4475,12000,8.9,"A","A5","1 year",16557,39.4,717,"RENT",65000,"Not Verified","Fully Paid","Paid"
4476,35000,14.3,"C","C1","6 years",47614,81.3,712,"MORTGAGE",150000,"Source Verified","Fully Paid","Paid"
4477,33950,14.33,"C","C1","3 years",27627,92.7,702,"MORTGAGE",76000,"Verified","Fully Paid","Paid"
4478,11000,15.31,"C","C2","8 years",16047,59.7,682,"RENT",70000,"Source Verified","Fully Paid","Paid"
4479,12250,16.29,"C","C4","10+ years",9645,53,692,"OWN",35000,"Not Verified","Fully Paid","Paid"
4480,12375,15.22,"C","C3","10+ years",29329,90,692,"MORTGAGE",52942,"Source Verified","Fully Paid","Paid"
4481,6000,7.9,"A","A4","3 years",1029,16.9,762,"MORTGAGE",25000,"Not Verified","Charged Off","Defaulted"
4482,18000,13.99,"C","C1","9 years",30255,88.4,692,"RENT",77000,"Not Verified","Fully Paid","Paid"
4483,5000,20.31,"D","D5","< 1 year",13948,45.9,697,"OWN",90000,"Not Verified","Fully Paid","Paid"
4484,10500,20.2,"D","D5","3 years",9827,54.6,667,"RENT",30000,"Source Verified","Charged Off","Defaulted"
4485,8400,12.35,"B","B4","7 years",14082,77.8,682,"RENT",40000,"Not Verified","Fully Paid","Paid"
4486,2800,10.99,"B","B2",NA,1892,27.4,662,"RENT",25000,"Verified","Fully Paid","Paid"
4487,4750,15.1,"C","C2",NA,3182,32.5,662,"OWN",22400,"Verified","Fully Paid","Paid"
4488,5600,14.33,"C","C1","7 years",11875,60.3,677,"RENT",39000,"Source Verified","Fully Paid","Paid"
4489,8600,16.29,"C","C4","4 years",7192,72.6,697,"MORTGAGE",38000,"Not Verified","Fully Paid","Paid"
4490,14075,17.77,"D","D1","2 years",7260,58.5,717,"RENT",37000,"Not Verified","Charged Off","Defaulted"
4491,8000,15.61,"C","C3","9 years",4029,27.2,672,"RENT",35000,"Not Verified","Charged Off","Defaulted"
4492,15000,19.72,"D","D5","1 year",23044,89,662,"RENT",42500,"Not Verified","Fully Paid","Paid"
4493,8000,16.29,"C","C4","< 1 year",36655,66.6,672,"OWN",70000,"Not Verified","Fully Paid","Paid"
4494,12000,14.33,"C","C1","1 year",24108,59.3,692,"RENT",65000,"Not Verified","Charged Off","Defaulted"
4495,12000,10.16,"B","B1","6 years",6363,82.6,702,"MORTGAGE",80000,"Not Verified","Fully Paid","Paid"
4496,9000,15.8,"C","C3","2 years",14332,83.3,677,"RENT",1e+05,"Source Verified","Fully Paid","Paid"
4497,2400,13.99,"C","C1","10+ years",12145,40.1,677,"MORTGAGE",30000,"Not Verified","Fully Paid","Paid"
4498,7550,18.49,"D","D2","5 years",11470,97.2,662,"RENT",28000,"Verified","Fully Paid","Paid"
4499,12000,12.12,"B","B3","8 years",9590,54.2,667,"RENT",91000,"Verified","Fully Paid","Paid"
4500,6100,14.33,"C","C2","10+ years",5841,27.6,677,"MORTGAGE",65000,"Not Verified","Fully Paid","Paid"
4501,14400,11.14,"B","B2","10+ years",13823,68.4,717,"MORTGAGE",60000,"Not Verified","Fully Paid","Paid"
4502,15000,11.14,"B","B2","10+ years",20865,70.4,687,"MORTGAGE",120000,"Not Verified","Fully Paid","Paid"
4503,15000,16.29,"C","C4","10+ years",15022,69.2,667,"RENT",40911,"Not Verified","Fully Paid","Paid"
4504,18000,12.12,"B","B3","10+ years",25499,56.2,687,"MORTGAGE",76000,"Not Verified","Fully Paid","Paid"
4505,7000,17.27,"C","C5","5 years",12769,46.3,672,"RENT",30000,"Source Verified","Fully Paid","Paid"
4506,5000,16.29,"C","C4","5 years",5407,52.5,662,"RENT",45000,"Verified","Fully Paid","Paid"
4507,20025,14.33,"C","C1","10+ years",24520,78.8,672,"MORTGAGE",45000,"Verified","Fully Paid","Paid"
4508,8000,11.55,"B","B3","10+ years",3482,27.4,692,"MORTGAGE",70000,"Verified","Fully Paid","Paid"
4509,10000,15.31,"C","C2","3 years",14866,60.2,667,"RENT",42000,"Not Verified","Fully Paid","Paid"
4510,20400,7.9,"A","A4","10+ years",33237,55.8,712,"MORTGAGE",71300,"Source Verified","Fully Paid","Paid"
4511,6300,15.27,"C","C4","3 years",1535,66.7,672,"MORTGAGE",118000,"Not Verified","Fully Paid","Paid"
4512,1700,15.31,"C","C2",NA,2310,72.2,667,"RENT",22000,"Verified","Fully Paid","Paid"
4513,2000,21.49,"E","E3","10+ years",15663,62.4,727,"MORTGAGE",35000,"Not Verified","Charged Off","Defaulted"
4514,12000,11.99,"B","B3","2 years",11229,49.2,692,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
4515,24000,8.9,"A","A5","2 years",75110,81.3,707,"MORTGAGE",240000,"Source Verified","Fully Paid","Paid"
4516,4000,20.49,"E","E1","3 years",3732,34.6,667,"RENT",45000,"Source Verified","Fully Paid","Paid"
4517,7550,18.49,"D","D2","10+ years",30172,86,672,"MORTGAGE",105000,"Not Verified","Fully Paid","Paid"
4518,5000,6.62,"A","A2","10+ years",2162,2.3,827,"MORTGAGE",88000,"Source Verified","Fully Paid","Paid"
4519,6000,15.31,"C","C2","3 years",10391,48.9,672,"OWN",58700,"Source Verified","Fully Paid","Paid"
4520,30000,14.3,"C","C1","3 years",22277,89.5,667,"MORTGAGE",120000,"Verified","Charged Off","Defaulted"
4521,18825,19.05,"D","D4","3 years",3330,62.8,672,"RENT",43000,"Verified","Charged Off","Defaulted"
4522,18000,7.9,"A","A4","6 years",4984,45.3,742,"RENT",47000,"Source Verified","Fully Paid","Paid"
4523,25000,7.62,"A","A3","10+ years",12164,51.3,722,"MORTGAGE",75000,"Verified","Fully Paid","Paid"
4524,6800,13.11,"B","B4","10+ years",5469,31.6,707,"OWN",38000,"Not Verified","Fully Paid","Paid"
4525,5825,20.31,"D","D5","5 years",5195,59,662,"MORTGAGE",21000,"Source Verified","Fully Paid","Paid"
4526,16000,17.1,"C","C5","8 years",14577,87.3,662,"MORTGAGE",44000,"Source Verified","Fully Paid","Paid"
4527,18800,7.62,"A","A3","1 year",4548,9.8,772,"RENT",60000,"Not Verified","Fully Paid","Paid"
4528,2700,10.16,"B","B1",NA,4485,57.5,697,"OWN",14540,"Not Verified","Fully Paid","Paid"
4529,35000,15.8,"C","C3","2 years",16187,49.8,712,"RENT",180000,"Source Verified","Fully Paid","Paid"
4530,10000,10.65,"B","B2","2 years",12075,75,702,"RENT",28000,"Source Verified","Fully Paid","Paid"
4531,6250,14.33,"C","C1","8 years",12787,59.5,662,"MORTGAGE",30000,"Verified","Charged Off","Defaulted"
4532,7000,11.14,"B","B2","3 years",2078,5.2,747,"RENT",75000,"Not Verified","Fully Paid","Paid"
4533,8400,18.25,"D","D2","6 years",6730,74.8,662,"RENT",24240,"Not Verified","Fully Paid","Paid"
4534,10000,10.16,"B","B1","2 years",4301,50,692,"RENT",85000,"Not Verified","Fully Paid","Paid"
4535,10500,15.1,"C","C2","10+ years",4949,36.4,687,"MORTGAGE",74000,"Not Verified","Charged Off","Defaulted"
4536,5000,12.12,"B","B3","< 1 year",2160,61.7,712,"MORTGAGE",30000,"Source Verified","Fully Paid","Paid"
4537,9000,8.9,"A","A5","1 year",5874,48.9,742,"MORTGAGE",88000,"Not Verified","Fully Paid","Paid"
4538,5000,6.03,"A","A1","6 years",3993,21,767,"RENT",40500,"Not Verified","Fully Paid","Paid"
4539,9325,16.78,"C","C5","5 years",5015,66.9,672,"RENT",27300,"Not Verified","Fully Paid","Paid"
4540,9000,8.9,"A","A5","5 years",24395,85.9,692,"MORTGAGE",115000,"Source Verified","Fully Paid","Paid"
4541,10000,16.29,"C","C4","2 years",8111,89.1,677,"RENT",60000,"Not Verified","Fully Paid","Paid"
4542,15000,14.65,"C","C2","10+ years",8951,58.1,697,"OWN",32500,"Source Verified","Fully Paid","Paid"
4543,20500,14.33,"C","C1","10+ years",13567,50.4,682,"MORTGAGE",70000,"Verified","Fully Paid","Paid"
4544,14100,12.12,"B","B3","10+ years",18193,45,697,"RENT",60000,"Not Verified","Fully Paid","Paid"
4545,16575,18.49,"D","D2","6 years",24461,98.6,667,"RENT",37500,"Verified","Fully Paid","Paid"
4546,17450,13.11,"B","B4","6 years",9077,48.5,687,"RENT",180000,"Source Verified","Charged Off","Defaulted"
4547,11000,10.16,"B","B1","1 year",4892,29.3,722,"OWN",45000,"Not Verified","Fully Paid","Paid"
4548,19750,13.53,"B","B5","10+ years",15891,45.8,692,"RENT",45000,"Not Verified","Fully Paid","Paid"
4549,2000,17.27,"C","C5","6 years",3314,66.3,672,"MORTGAGE",65000,"Not Verified","Fully Paid","Paid"
4550,12000,7.9,"A","A4","9 years",18190,37,727,"MORTGAGE",47000,"Not Verified","Fully Paid","Paid"
4551,9550,10.74,"B","B2","3 years",9128,37.9,702,"MORTGAGE",48000,"Not Verified","Fully Paid","Paid"
4552,15000,12.99,"B","B4","10+ years",10649,64.9,687,"OWN",97090,"Source Verified","Fully Paid","Paid"
4553,12000,16.2,"C","C4","10+ years",8845,53.3,672,"RENT",60000,"Verified","Fully Paid","Paid"
4554,7900,8.9,"A","A5","5 years",22916,75.1,727,"RENT",50000,"Source Verified","Fully Paid","Paid"
4555,8000,13.11,"B","B4",NA,44866,47.3,682,"MORTGAGE",45000,"Not Verified","Fully Paid","Paid"
4556,8000,15.31,"C","C2","6 years",14165,58.3,682,"MORTGAGE",1e+05,"Not Verified","Fully Paid","Paid"
4557,6000,18.85,"D","D3","6 years",4948,53.2,697,"MORTGAGE",27000,"Not Verified","Charged Off","Defaulted"
4558,20000,8.9,"A","A5","< 1 year",20226,67.2,667,"MORTGAGE",47860,"Verified","Charged Off","Defaulted"
4559,15000,7.9,"A","A4","6 years",18496,70.9,727,"RENT",72000,"Not Verified","Fully Paid","Paid"
4560,6000,12.12,"B","B3","10+ years",33800,90.9,692,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
4561,20000,6.03,"A","A1","10+ years",14792,22.3,757,"OWN",125000,"Verified","Fully Paid","Paid"
4562,5000,17.77,"D","D1",NA,0,0,732,"OWN",20064,"Verified","Fully Paid","Paid"
4563,8000,11.55,"B","B3","10+ years",21444,79.4,682,"RENT",42000,"Verified","Charged Off","Defaulted"
4564,15600,8.9,"A","A5","3 years",35932,79.7,677,"MORTGAGE",95000,"Verified","Fully Paid","Paid"
4565,11000,7.62,"A","A3","10+ years",9684,39.9,702,"OWN",60000,"Not Verified","Fully Paid","Paid"
4566,12000,11.99,"B","B3","10+ years",12494,69.8,672,"MORTGAGE",56000,"Source Verified","Fully Paid","Paid"
4567,5100,13.67,"B","B5","7 years",8450,58.7,682,"RENT",40000,"Source Verified","Fully Paid","Paid"
4568,8000,17.27,"D","D1","< 1 year",10193,69.3,662,"RENT",32400,"Verified","Fully Paid","Paid"
4569,18000,9.71,"B","B1","3 years",16364,39.3,697,"RENT",48000,"Verified","Fully Paid","Paid"
4570,15000,17.77,"D","D1","10+ years",20828,70.4,687,"OWN",63000,"Not Verified","Fully Paid","Paid"
4571,1000,15.31,"C","C2","10+ years",6895,42.8,682,"RENT",21000,"Verified","Fully Paid","Paid"
4572,9875,17.77,"D","D1","< 1 year",17559,78.7,667,"RENT",42000,"Source Verified","Charged Off","Defaulted"
4573,22400,11.99,"B","B3","5 years",27736,67.2,712,"RENT",129000,"Source Verified","Charged Off","Defaulted"
4574,21000,7.62,"A","A3","1 year",20522,71.5,702,"MORTGAGE",225000,"Source Verified","Fully Paid","Paid"
4575,24000,16.2,"C","C4","7 years",7295,57.9,722,"MORTGAGE",82000,"Verified","Fully Paid","Paid"
4576,5600,15.31,"C","C2","10+ years",15140,55.9,682,"MORTGAGE",70000,"Source Verified","Charged Off","Defaulted"
4577,25000,15.8,"C","C3","10+ years",61646,66.5,707,"MORTGAGE",220000,"Verified","Fully Paid","Paid"
4578,5500,12.12,"B","B3","3 years",20123,44.9,697,"RENT",20000,"Verified","Fully Paid","Paid"
4579,28000,7.9,"A","A4","6 years",10419,32.1,717,"MORTGAGE",155220,"Not Verified","Fully Paid","Paid"
4580,15000,7.62,"A","A3",NA,17576,24.2,767,"MORTGAGE",62500,"Verified","Fully Paid","Paid"
4581,6400,15.31,"C","C2","3 years",35859,83,687,"MORTGAGE",85500,"Not Verified","Charged Off","Defaulted"
4582,3250,12.12,"B","B3","3 years",2784,28.4,712,"OWN",15000,"Not Verified","Fully Paid","Paid"
4583,11125,15.31,"C","C2","2 years",14337,53.1,687,"RENT",60000,"Verified","Fully Paid","Paid"
4584,23850,8.9,"A","A5","7 years",35180,59.2,692,"MORTGAGE",138000,"Verified","Fully Paid","Paid"
4585,19200,18.55,"D","D4","6 years",9703,39.6,677,"MORTGAGE",80000,"Verified","Fully Paid","Paid"
4586,20000,11.14,"B","B2","10+ years",15342,59.9,687,"RENT",1e+05,"Not Verified","Fully Paid","Paid"
4587,15000,14.09,"B","B5","5 years",11973,61.4,672,"MORTGAGE",63000,"Not Verified","Fully Paid","Paid"
4588,15000,12.12,"B","B3","< 1 year",9497,34,712,"RENT",80000,"Verified","Fully Paid","Paid"
4589,10000,15.31,"C","C2","10+ years",7902,77.5,662,"RENT",63000,"Not Verified","Fully Paid","Paid"
4590,12000,6.62,"A","A2","10+ years",55437,53.4,752,"MORTGAGE",70000,"Not Verified","Fully Paid","Paid"
4591,10000,14.09,"B","B5","< 1 year",7056,44.9,677,"RENT",40000,"Source Verified","Fully Paid","Paid"
4592,2500,11.14,"B","B2","2 years",135,9,687,"MORTGAGE",51999,"Verified","Fully Paid","Paid"
4593,9250,20.49,"E","E1","2 years",4904,43.4,677,"RENT",50000,"Not Verified","Fully Paid","Paid"
4594,25000,7.9,"A","A4","2 years",20734,46.1,722,"MORTGAGE",87000,"Verified","Fully Paid","Paid"
4595,2000,16.29,"C","C4","6 years",4591,48.3,667,"RENT",15000,"Not Verified","Fully Paid","Paid"
4596,6000,18.49,"D","D2","7 years",18112,90.1,662,"OWN",50000,"Verified","Fully Paid","Paid"
4597,5000,17.57,"D","D2","10+ years",6568,65.7,662,"MORTGAGE",51039,"Source Verified","Fully Paid","Paid"
4598,9125,14.33,"C","C1","10+ years",22738,81.5,702,"RENT",27000,"Verified","Charged Off","Defaulted"
4599,13000,7.62,"A","A3","4 years",10874,44.7,732,"RENT",48000,"Source Verified","Fully Paid","Paid"
4600,24000,11.14,"B","B2","10+ years",7718,33.3,712,"MORTGAGE",57600,"Verified","Charged Off","Defaulted"
4601,12000,9.71,"B","B1","3 years",11267,29.3,722,"MORTGAGE",60000,"Not Verified","Fully Paid","Paid"
4602,3825,10.16,"B","B1","5 years",1692,29.7,727,"RENT",40000,"Not Verified","Fully Paid","Paid"
4603,12000,18.49,"D","D2","10+ years",15935,71.5,667,"RENT",46000,"Not Verified","Fully Paid","Paid"
4604,12000,15.8,"C","C3","10+ years",7206,38.1,672,"OWN",155000,"Verified","Fully Paid","Paid"
4605,12000,12.12,"B","B3","10+ years",15986,90.3,702,"MORTGAGE",45000,"Verified","Fully Paid","Paid"
4606,14300,6.03,"A","A1","10+ years",7426,15.4,762,"MORTGAGE",29500,"Verified","Fully Paid","Paid"
4607,10050,16.29,"C","C4","< 1 year",18103,76.1,672,"RENT",30000,"Source Verified","Fully Paid","Paid"
4608,7750,20.49,"E","E1","4 years",5619,95.2,667,"MORTGAGE",15500,"Verified","Fully Paid","Paid"
4609,16000,17.77,"D","D1","3 years",9652,44.7,677,"MORTGAGE",114000,"Not Verified","Fully Paid","Paid"
4610,9500,9.99,"B","B1","10+ years",8305,32.1,772,"RENT",36000,"Source Verified","Fully Paid","Paid"
4611,13000,14.33,"C","C1","5 years",9938,50.2,692,"MORTGAGE",42708.59,"Not Verified","Fully Paid","Paid"
4612,10000,7.9,"A","A4","3 years",17633,35.7,762,"MORTGAGE",40000,"Source Verified","Fully Paid","Paid"
4613,15000,20.5,"E","E1","10+ years",26426,83.1,677,"OWN",45000,"Not Verified","Fully Paid","Paid"
4614,7750,14.33,"C","C1","10+ years",1774,9.8,687,"MORTGAGE",104000,"Source Verified","Fully Paid","Paid"
4615,7500,7.62,"A","A3","4 years",6419,14.9,767,"MORTGAGE",92000,"Not Verified","Fully Paid","Paid"
4616,16000,7.9,"A","A4","5 years",11593,30.8,747,"MORTGAGE",44934,"Not Verified","Fully Paid","Paid"
4617,9750,12.99,"B","B4","1 year",13659,65.7,667,"MORTGAGE",29000,"Verified","Fully Paid","Paid"
4618,6000,14.33,"C","C2","3 years",6729,49.5,662,"MORTGAGE",27500,"Not Verified","Fully Paid","Paid"
4619,5000,6.03,"A","A1","2 years",1972,2.7,802,"MORTGAGE",52500,"Source Verified","Fully Paid","Paid"
4620,8875,15.31,"C","C2","5 years",4537,27.3,682,"MORTGAGE",48000,"Not Verified","Fully Paid","Paid"
4621,5500,14.33,"C","C1","6 years",5043,44.3,697,"MORTGAGE",89292,"Verified","Fully Paid","Paid"
4622,10000,18.49,"D","D2","3 years",10205,69.9,662,"RENT",67000,"Not Verified","Fully Paid","Paid"
4623,7000,9.76,"B","B1","5 years",22499,50.1,712,"RENT",80000,"Not Verified","Charged Off","Defaulted"
4624,10400,18.49,"D","D2","5 years",10699,93.9,667,"RENT",65000,"Not Verified","Fully Paid","Paid"
4625,6500,14.3,"C","C1","10+ years",17420,70.2,667,"MORTGAGE",80000,"Source Verified","Fully Paid","Paid"
4626,10000,11.14,"B","B2","9 years",25217,75.1,667,"MORTGAGE",65000,"Verified","Fully Paid","Paid"
4627,25975,14.3,"C","C1","6 years",19635,45.3,722,"MORTGAGE",58300,"Verified","Fully Paid","Paid"
4628,10000,11.99,"B","B3","10+ years",28861,62.6,697,"MORTGAGE",73000,"Not Verified","Charged Off","Defaulted"
4629,10625,11.99,"B","B3","10+ years",5057,40.5,707,"MORTGAGE",41000,"Verified","Fully Paid","Paid"
4630,8000,17.27,"C","C5","1 year",7118,71.2,672,"OWN",35000,"Not Verified","Fully Paid","Paid"
4631,5000,14.47,"C","C2","4 years",17800,41,677,"MORTGAGE",58000,"Source Verified","Charged Off","Defaulted"
4632,30750,22.2,"E","E4","4 years",17335,42.5,712,"RENT",1e+05,"Source Verified","Fully Paid","Paid"
4633,14000,11.99,"B","B3","10+ years",12336,82.8,677,"MORTGAGE",58000,"Not Verified","Fully Paid","Paid"
4634,1850,19.05,"D","D4","< 1 year",2,0.2,667,"RENT",32000,"Not Verified","Fully Paid","Paid"
4635,21000,6.97,"A","A2","10+ years",40930,49.7,752,"MORTGAGE",160000,"Verified","Fully Paid","Paid"
4636,9000,16.2,"C","C4","7 years",7337,63.8,667,"MORTGAGE",78000,"Verified","Fully Paid","Paid"
4637,2800,13.11,"B","B4","3 years",6195,49.2,702,"RENT",42000,"Not Verified","Fully Paid","Paid"
4638,22000,13.67,"B","B5","3 years",23215,61.6,702,"RENT",140000,"Verified","Fully Paid","Paid"
4639,5000,18.55,"D","D2","10+ years",11490,53.7,692,"MORTGAGE",48500,"Not Verified","Fully Paid","Paid"
4640,10000,14.09,"B","B5","< 1 year",3899,61.3,717,"RENT",78000,"Verified","Fully Paid","Paid"
4641,9500,13.67,"B","B5","3 years",12185,73.4,662,"MORTGAGE",79000,"Not Verified","Fully Paid","Paid"
4642,21000,12.12,"B","B3","1 year",20509,81.8,702,"OWN",125000,"Source Verified","Fully Paid","Paid"
4643,6325,14.33,"C","C1","< 1 year",4676,21.9,687,"MORTGAGE",63000,"Verified","Fully Paid","Paid"
4644,7000,11.14,"B","B2","4 years",5431,41.1,732,"MORTGAGE",58240,"Not Verified","Fully Paid","Paid"
4645,20000,17.77,"D","D1","10+ years",23506,65.7,697,"OWN",55000,"Verified","Fully Paid","Paid"
4646,4750,15.88,"C","C4","< 1 year",5329,9.4,717,"OWN",17000,"Source Verified","Fully Paid","Paid"
4647,20000,14.09,"B","B5","10+ years",15250,57.8,667,"OWN",57000,"Source Verified","Fully Paid","Paid"
4648,10000,6.62,"A","A2","3 years",12235,47.6,737,"MORTGAGE",85000,"Not Verified","Fully Paid","Paid"
4649,8000,10.16,"B","B1","3 years",25208,80,682,"MORTGAGE",130000,"Not Verified","Fully Paid","Paid"
4650,9600,13.11,"B","B4","3 years",5854,64.3,682,"RENT",35000,"Source Verified","Fully Paid","Paid"
4651,12250,16.29,"C","C4","3 years",13305,92.4,677,"RENT",35100,"Not Verified","Fully Paid","Paid"
4652,11500,12.12,"B","B3","10+ years",18908,49.6,707,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
4653,15550,17.77,"D","D1","6 years",12471,56.7,672,"RENT",48880,"Not Verified","Fully Paid","Paid"
4654,10000,19.2,"D","D3","7 years",13570,65.2,667,"RENT",75000,"Source Verified","Fully Paid","Paid"
4655,12000,9.76,"B","B1","1 year",8156,36.9,727,"MORTGAGE",85000,"Not Verified","Fully Paid","Paid"
4656,11500,18.55,"D","D2","10+ years",7502,68.2,662,"RENT",47000,"Verified","Fully Paid","Paid"
4657,12000,15.31,"C","C2","10+ years",13410,57.6,687,"RENT",45000,"Not Verified","Charged Off","Defaulted"
4658,10000,13.11,"B","B4","3 years",16549,58.1,682,"RENT",78000,"Not Verified","Fully Paid","Paid"
4659,8000,13.11,"B","B4",NA,5757,82.2,667,"OWN",25000,"Verified","Fully Paid","Paid"
4660,10000,13.98,"C","C1","3 years",13480,25.2,667,"OWN",50000,"Verified","Charged Off","Defaulted"
4661,10000,15.31,"C","C2","1 year",7700,38.1,682,"RENT",65000,"Verified","Fully Paid","Paid"
4662,16000,19.2,"D","D3","5 years",10256,80.9,677,"RENT",60000,"Not Verified","Fully Paid","Paid"
4663,9800,10.99,"B","B2","7 years",6035,71.8,692,"MORTGAGE",39000,"Not Verified","Fully Paid","Paid"
4664,10000,15.8,"C","C3","10+ years",5286,42,687,"MORTGAGE",50000,"Not Verified","Fully Paid","Paid"
4665,2300,13.67,"B","B5","3 years",2424,43.3,697,"RENT",42000,"Not Verified","Fully Paid","Paid"
4666,5000,11.14,"B","B2","9 years",19682,94.6,692,"MORTGAGE",85000,"Not Verified","Fully Paid","Paid"
4667,5375,12.12,"B","B3",NA,4221,22.9,697,"MORTGAGE",18000,"Not Verified","Fully Paid","Paid"
4668,11750,15.8,"C","C3","< 1 year",19645,71.7,677,"RENT",50000,"Not Verified","Charged Off","Defaulted"
4669,12000,11.99,"B","B3","5 years",14547,66.4,687,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
4670,11625,18.75,"D","D3","10+ years",14966,87.9,672,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
4671,10000,11.14,"B","B2","10+ years",5558,35.4,727,"MORTGAGE",59078,"Not Verified","Fully Paid","Paid"
4672,12000,6.97,"A","A2","10+ years",11822,40.8,702,"MORTGAGE",61000,"Source Verified","Fully Paid","Paid"
4673,8000,7.9,"A","A4","10+ years",16940,64.7,727,"MORTGAGE",98281.95,"Not Verified","Fully Paid","Paid"
4674,24000,12.35,"B","B4","7 years",7366,22.3,762,"MORTGAGE",71000,"Verified","Fully Paid","Paid"
4675,20000,13.11,"B","B4","10+ years",27011,68,697,"MORTGAGE",71000,"Verified","Fully Paid","Paid"
4676,5000,9.67,"B","B1","10+ years",3761,36.5,662,"MORTGAGE",57500,"Source Verified","Fully Paid","Paid"
4677,8750,15.8,"C","C3","9 years",27323,54.9,667,"RENT",50000,"Source Verified","Fully Paid","Paid"
4678,7500,13.05,"B","B5","< 1 year",4674,25.7,667,"RENT",27040,"Not Verified","Fully Paid","Paid"
4679,12000,11.55,"B","B3","8 years",8018,21.5,682,"RENT",60000,"Not Verified","Charged Off","Defaulted"
4680,5600,9.71,"B","B1","9 years",5300,40.8,662,"MORTGAGE",35000,"Verified","Fully Paid","Paid"
4681,10000,14.09,"B","B5","10+ years",17363,34.5,682,"RENT",35000,"Verified","Fully Paid","Paid"
4682,25000,17.27,"C","C5","6 years",23130,72.7,687,"RENT",80000,"Source Verified","Fully Paid","Paid"
4683,20000,13.11,"B","B4","10+ years",36309,97.9,727,"MORTGAGE",84608,"Source Verified","Charged Off","Defaulted"
4684,20000,12.12,"B","B3","8 years",14738,68.5,732,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
4685,22000,11.14,"B","B2","10+ years",13417,82.8,717,"MORTGAGE",57293,"Verified","Fully Paid","Paid"
4686,10050,15.88,"C","C4","10+ years",19629,89.2,672,"OWN",30000,"Verified","Fully Paid","Paid"
4687,8000,10.64,"B","B2","5 years",6947,33.7,662,"MORTGAGE",65000,"Not Verified","Fully Paid","Paid"
4688,9600,12.99,"B","B4","5 years",17663,68.7,682,"MORTGAGE",66000,"Source Verified","Fully Paid","Paid"
4689,6500,14.3,"C","C1","6 years",7733,51.2,707,"RENT",33000,"Verified","Charged Off","Defaulted"
4690,8500,11.99,"B","B3","10+ years",8202,55.4,672,"RENT",76000,"Verified","Fully Paid","Paid"
